,Player,Rk,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year
623,James Whalen,207.0,DAL,25,TE,16,6,29,17,58.6,152,8.9,0,7,33.0,5.2,1.1,9.5,0,2002
624,James White,141.75,NWE,25,RB,47,9,217,161,80.42,1413,7.95,12,71,41.75,6.15,3.1,25.5,0,2017
625,James Williams,312.5,DET,25,WR,30,4,54,29,41.4,410,10.28,1,17,21.25,5.92,0.88,13.2,1,2003
626,James Wright,305.0,CIN,25,WR,24,2,35,18,49.85,197,13.2,0,12,22.5,5.65,0.75,8.25,0,2016
627,Jamie Harper,381.0,TEN,23,RB,23,0,7,5,83.35,40,8.0,0,1,14.5,6.65,0.2,1.65,1,2012
628,Jamison Crowder,65.5,WAS,25,WR,56,28,329,221,66.65,2628,12.05,14,121,54.75,7.97,3.88,46.6,12,2018
629,Jared Abbrederis,364.67,DET,27,WR,22,0,25,13,49.73,163,11.67,0,7,21.67,5.73,0.5,6.33,1,2017
630,Jared Allen,366.0,KAN,25,RDE,14,14,2,2,100.0,3,1.5,2,2,2.0,1.5,0.1,0.2,0,2007
631,Jared Cook,142.0,TEN,25,TE,59,11,214,131,61.3,1717,12.0,8,81,48.5,7.38,2.23,28.88,3,2012
632,Jarett Dillard,221.0,JAX,26,WR,21,5,58,35,66.5,398,13.9,1,22,29.0,9.55,1.5,18.0,1,2011
633,Jarius Wright,143.0,MIN,26,WR,55,14,191,124,64.33,1774,14.45,7,84,61.5,9.25,2.35,33.95,1,2015
634,Jarrod Baxter,365.67,ARI,26,FB,32,13,15,7,44.43,40,4.53,1,2,7.0,2.03,0.17,1.0,0,2005
635,Jarvis Landry,7.5,MIA,25,WR,64,57,570,400,70.67,4038,10.1,22,225,48.75,7.15,6.28,63.1,14,2017
636,Jason Avant,168.25,PHI,26,WR,54,23,162,103,61.62,1299,11.85,8,67,34.5,7.42,1.77,22.02,2,2009
637,Jason Hill,265.5,2TM,25,WR,40,3,79,51,58.42,661,12.28,5,26,29.25,7.08,1.07,15.05,1,2010
638,Jason Huntley,492.5,PHI,23,RB,6,0,3,1,25.0,0,0.0,0,0,0.0,0.0,0.1,0.0,0,2021
639,Jason McAddley,285.25,SFO,26,WR,34,11,100,38,41.55,578,16.18,1,26,35.25,6.85,1.4,20.15,1,2005
640,Jason Pociask,425.0,NYJ,24,TE,4,0,1,1,100.0,7,7.0,0,0,7.0,7.0,0.3,1.8,0,2007
641,Jason Sanders,473.0,MIA,24,K,16,0,1,1,100.0,1,1.0,1,1,1.0,1.0,0.1,0.1,0,2019
642,Jason Snelling,171.33,ATL,27,RB,44,3,101,82,78.63,651,8.87,4,29,31.0,6.87,1.9,15.23,4,2010
643,Jason Witten,48.75,DAL,24,TE,63,53,355,252,70.35,2838,11.12,14,141,38.5,7.83,3.95,44.7,2,2006
644,Jauan Jennings,163.0,SFO,25,WR,32,5,94,59,62.85,698,11.85,6,42,39.0,7.4,1.85,21.8,2,2022
645,Javarris Williams,463.0,KAN,23,RB,4,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2009
646,Javin Hunter,315.0,BAL,22,WR,12,3,11,5,45.5,35,7.0,0,0,8.0,3.2,0.4,2.9,2,2002
647,Javon Ringer,274.0,TEN,25,RB,30,0,49,38,75.1,243,5.67,0,15,11.0,4.37,1.4,8.13,1,2012
648,Javon Walker,146.0,GNB,27,WR,48,18,273,157,60.8,2444,13.43,22,106,46.0,7.78,3.42,44.88,4,2005
649,Javon Wims,312.33,CHI,26,WR,33,7,56,28,58.73,266,8.77,2,15,22.0,5.07,0.87,7.77,0,2020
650,Javorius Allen,162.0,BAL,27,RB,54,6,169,129,76.42,814,5.95,6,44,21.5,4.58,2.15,13.4,3,2018
651,Jay Ajayi,250.0,PHI,25,RB,42,23,86,63,73.65,419,7.28,1,14,19.75,5.1,1.4,9.1,8,2018
652,Jay Prosch,435.75,HOU,25,FB,63,13,10,6,56.25,61,9.45,0,3,12.0,4.95,0.12,0.95,0,2017
653,Jay Tant,397.0,ARI,23,TE,5,0,2,1,50.0,4,4.0,0,1,4.0,2.0,0.2,0.8,0,2000
654,Jaylen Samuels,241.0,HOU,25,RB,45,8,104,85,77.88,564,6.0,4,32,17.0,4.78,1.73,11.0,2,2021
655,Jaymar Johnson,406.0,MIN,25,WR,6,0,1,1,100.0,9,9.0,0,0,9.0,9.0,0.2,1.5,0,2009
656,Jeb Putzier,236.0,DEN,26,TE,39,10,118,77,52.62,1087,9.35,2,58,21.0,6.43,1.4,18.6,1,2005
657,Jeff Driskel,450.0,DET,26,QB,3,3,1,1,100.0,6,6.0,0,0,6.0,6.0,0.3,2.0,1,2019
658,Jeff Dugan,283.5,MIN,26,TE,23,10,21,15,74.5,97,6.55,1,7,18.5,5.1,0.75,4.65,1,2007
659,Jeff Faine,400.0,CLE,24,C,14,14,1,1,100.0,-1,-1.0,0,0,-1.0,-1.0,0.1,-0.1,0,2005
660,Jeff Heuerman,236.0,DEN,26,TE,37,18,86,49,53.47,564,13.53,4,26,40.33,7.0,1.4,15.8,0,2018
661,Jeff Janis,369.75,GNB,26,WR,51,1,38,17,53.65,200,15.5,1,9,23.0,5.47,0.4,4.2,0,2017
662,Jeff King,202.25,CAR,26,TE,60,46,151,93,55.02,802,6.78,7,46,23.25,4.3,1.48,12.55,3,2009
663,Jeff Webb,273.0,KAN,26,WR,31,3,74,36,54.2,382,9.37,1,18,19.33,4.93,1.03,10.37,2,2008
664,Jehu Chesson,419.5,WAS,25,WR,24,1,6,3,50.0,25,8.0,0,3,8.5,4.0,0.15,1.05,0,2018
665,Jerell Adams,256.0,NYG,25,TE,29,3,32,24,74.45,214,9.55,1,13,26.0,7.1,0.85,7.6,1,2017
666,Jeremi Johnson,238.0,CIN,26,FB,64,41,66,49,73.45,237,5.1,5,11,17.25,3.62,0.78,3.7,3,2006
667,Jeremy Ebert,370.0,JAX,24,WR,5,0,8,3,37.5,18,6.0,0,0,8.0,2.3,0.6,3.6,0,2013
668,Jeremy Hill,237.0,CIN,25,RB,54,43,82,67,85.28,484,6.4,1,20,21.75,5.33,1.15,8.05,9,2017
669,Jeremy Kerley,100.5,NYJ,26,WR,58,23,289,166,57.75,2073,12.15,7,102,40.75,7.05,2.9,35.83,8,2014
670,Jeremy Langford,194.5,CHI,25,RB,28,5,69,41,61.4,421,10.1,1,16,51.0,5.95,1.5,14.6,2,2016
671,Jeremy Maclin,34.5,PHI,24,WR,59,57,424,258,61.15,3453,13.4,26,151,67.0,8.2,4.38,58.75,3,2012
672,Jeremy McNichols,275.0,TEN,25,RB,16,0,17,12,70.6,55,4.6,0,0,9.0,3.2,0.8,3.4,0,2020
673,Jeremy Shockey,40.5,NYG,25,TE,54,53,416,248,60.75,2986,11.95,17,155,43.25,7.22,4.65,55.7,5,2005
674,Jeremy Sprinkle,360.75,WAS,26,TE,59,33,55,34,55.15,301,7.5,3,17,12.75,4.22,0.55,4.83,1,2020
675,Jeremy Zuttah,465.0,TAM,23,LG,16,16,1,0,0.0,1,0.0,0,0,1.0,1.0,0.0,0.1,1,2009
676,Jerick McKinnon,132.75,MIN,25,RB,58,14,191,142,73.6,984,6.85,5,53,32.25,5.08,2.48,16.6,3,2017
677,Jerious Norwood,170.75,ATL,26,RB,55,6,130,95,76.22,903,9.4,3,37,45.75,7.17,1.75,16.38,3,2009
678,Jermaine Gresham,57.75,CIN,25,TE,59,52,337,218,64.82,2262,10.3,19,112,35.75,6.67,3.7,38.2,8,2013
679,Jermichael Finley,146.0,GNB,24,TE,48,29,202,137,66.75,1818,13.2,15,90,43.0,8.88,3.05,41.35,1,2011
680,Jerome Felton,279.0,2TM,25,RB,56,19,48,34,71.72,280,8.22,0,12,18.75,5.75,0.62,5.15,1,2011
681,Jerome Harrison,248.5,CLE,26,RB,47,8,84,57,74.75,402,7.72,3,19,17.0,5.93,1.1,7.62,3,2009
682,Jerome Mathis,363.5,HOU,24,WR,15,0,14,6,69.25,80,14.0,1,3,24.5,10.0,0.35,5.2,3,2007
683,Jerome Simpson,290.5,CIN,25,WR,29,18,134,71,40.23,1004,7.6,7,47,36.25,4.67,1.82,25.25,2,2011
684,Jerramy Stevens,160.0,SEA,26,TE,60,20,176,108,56.42,1227,11.32,11,68,30.5,6.33,1.82,20.48,1,2005
685,Jerrel Jernigan,328.5,NYG,25,WR,34,4,61,38,47.78,391,6.33,2,20,12.5,4.03,1.3,11.07,2,2014
686,Jerricho Cotchery,130.5,NYJ,25,WR,59,32,295,189,61.02,2402,12.18,8,120,46.0,7.47,3.08,39.03,3,2007
687,Jerry Jeudy,76.33,DEN,23,WR,41,33,269,157,60.3,2295,14.43,9,102,66.33,8.53,3.87,55.0,3,2022
688,Jerry Porter,190.0,OAK,25,WR,53,16,166,99,55.85,1275,11.0,10,71,24.5,6.25,1.85,23.58,1,2003
689,Jesse James,166.75,PIT,24,TE,56,36,173,120,70.72,1189,9.62,9,59,31.75,6.85,2.0,19.45,0,2018
690,Jim Dray,321.75,ARI,27,TE,55,18,48,33,63.65,302,11.0,2,19,18.5,6.1,0.55,5.0,1,2013
691,Jimmy Garoppolo,434.5,SFO,26,QB,12,7,2,2,100.0,-3,-1.5,0,0,-1.5,-1.5,0.2,-0.25,3,2017
692,Jimmy Graham,42.25,NOR,27,TE,62,37,470,301,65.12,3863,12.6,41,215,53.25,8.2,4.85,61.75,3,2013
693,Joe Adams,408.0,CAR,23,WR,9,0,1,1,100.0,7,7.0,0,0,7.0,7.0,0.1,0.8,4,2012
694,Joe Flacco,412.5,BAL,26,QB,32,32,2,2,100.0,35,17.5,0,1,17.5,17.5,0.1,1.1,22,2011
695,Joe Hawley,484.0,ATL,24,G,6,0,2,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2012
696,Joe Klopfenstein,305.25,BUF,26,TE,49,38,58,34,58.35,397,13.0,2,15,26.0,7.72,0.78,8.78,1,2009
697,Joe McKnight,346.33,NYJ,24,RB,39,1,24,17,65.73,177,11.8,0,10,18.0,7.23,0.43,4.23,6,2012
698,Joe Mixon,136.75,CIN,24,RB,50,41,160,129,81.25,1008,7.82,5,43,35.0,6.38,2.73,20.62,4,2020
699,Joe Reed,517.0,LAC,22,WR,11,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2020
700,Joe Webb,393.0,MIN,27,QB,27,2,16,6,32.75,42,7.8,0,2,12.0,2.4,0.2,1.45,1,2013
701,Joel Dreessen,295.67,HOU,26,TE,43,3,33,20,60.47,173,9.67,2,8,19.33,5.93,0.47,3.97,1,2008
702,Joey Harrington,402.0,DET,27,QB,28,27,2,2,100.0,4,2.0,0,0,2.0,2.0,0.1,0.1,13,2005
703,John Broussard,336.0,JAX,24,WR,8,0,12,4,33.3,126,31.5,1,3,56.0,10.5,0.5,15.8,0,2007
704,John Brown,107.25,ARI,27,WR,56,27,331,173,50.77,2515,14.35,17,123,56.25,7.3,3.0,43.7,2,2017
705,John Carlson,83.0,SEA,26,TE,47,38,221,137,61.2,1519,11.0,13,75,37.33,6.73,2.9,32.1,0,2010
706,John Conner,385.0,NYG,26,RB,50,17,22,10,36.12,49,3.55,0,4,7.0,1.73,0.17,0.9,0,2013
707,John Gilmore,379.0,CHI,26,TE,55,6,20,12,49.1,142,6.25,1,9,10.5,5.15,0.38,4.28,0,2005
708,John Henderson,427.0,JAX,26,RDT,32,28,2,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2005
709,John Hightower,295.0,PHI,24,WR,13,4,29,10,34.5,167,16.7,0,5,59.0,5.8,0.8,12.8,0,2020
710,John Howell,415.0,TAM,24,DB,16,1,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2002
711,John Kelly,414.0,LAR,22,RB,4,0,3,2,66.7,27,13.5,0,1,18.0,9.0,0.5,6.8,0,2018
712,John Owens,319.0,DET,22,TE,15,8,15,5,33.3,49,9.8,0,3,13.0,3.3,0.3,3.3,0,2002
713,John Phillips,271.33,DAL,25,TE,48,20,37,30,80.37,218,7.5,2,9,18.0,6.0,0.6,4.53,0,2012
714,John Ross,315.75,CIN,25,WR,27,20,123,51,28.7,733,9.15,10,36,30.0,3.75,1.45,21.3,2,2020
715,John St. Clair,425.0,STL,26,T,16,0,1,1,100.0,18,18.0,0,1,18.0,18.0,0.1,1.1,0,2003
716,John Ursua,486.0,SEA,25,WR,3,0,1,1,100.0,11,11.0,0,1,11.0,11.0,0.3,3.7,0,2019
717,Johnathan Franklin,344.0,GNB,24,RB,11,0,5,4,80.0,30,7.5,0,2,10.0,6.0,0.4,2.7,2,2013
718,Johnnie Lee Higgins,230.75,OAK,27,WR,60,11,125,57,50.73,779,12.12,4,34,39.75,5.95,0.97,12.8,9,2010
719,Johnnie Morant,359.5,OAK,25,WR,14,2,14,8,54.15,90,15.0,0,4,19.0,7.9,0.5,6.0,2,2006
720,Johnny Knox,87.67,CHI,25,WR,45,27,249,133,53.63,2214,16.7,12,96,72.0,8.9,2.93,49.0,5,2011
721,Johnny White,450.0,BUF,23,RB,12,0,4,1,25.0,-3,-3.0,0,0,-3.0,-0.8,0.1,-0.3,0,2011
722,Jonathan Baldwin,242.33,SFO,24,WR,33,11,108,44,38.77,607,12.57,2,29,37.0,4.97,1.2,16.27,0,2013
723,Jonathan Carter,327.67,NYJ,25,WR,24,1,25,14,43.07,266,13.53,2,10,36.0,8.77,0.4,7.87,2,2004
724,Jonathan Dwyer,297.0,PIT,24,RB,35,6,37,27,81.57,176,6.63,0,10,14.67,5.33,0.67,4.47,2,2013
725,Jonathan Smith,337.0,BUF,24,WR,16,1,13,8,60.7,77,9.1,1,4,15.0,5.75,0.5,5.15,1,2005
726,Jonathan Stewart,212.5,CAR,24,RB,62,13,118,81,62.6,702,8.82,3,29,28.75,5.58,1.27,11.2,10,2011
727,Jonathan Taylor,131.33,IND,23,RB,43,41,130,104,80.23,802,7.47,3,28,44.67,6.13,2.43,18.03,8,2022
728,Jonathan Wells,270.5,HOU,26,RB,60,18,59,44,68.83,323,7.28,2,10,17.25,4.95,0.75,5.28,5,2005
729,Jonathan Williams,437.0,IND,25,RB,23,1,8,7,83.33,60,4.27,0,3,10.67,4.27,0.33,2.3,2,2019
730,Jonnu Smith,164.25,TEN,25,TE,60,53,169,114,67.33,1302,11.25,16,56,53.25,7.67,1.88,21.73,1,2020
731,Jordan Akins,160.75,HOU,29,TE,58,23,162,114,70.42,1260,11.15,3,64,34.5,7.82,2.0,21.93,2,2021
732,Jordan Cameron,171.0,CLE,26,TE,47,31,219,130,53.5,1600,11.5,10,73,44.25,6.2,2.48,30.93,1,2014
733,Jordan Howard,205.0,PHI,25,RB,57,48,122,82,69.55,637,7.47,2,26,21.0,5.1,1.4,10.93,5,2019
734,Jordan Kent,432.0,STL,25,WR,14,1,10,1,16.65,5,2.5,0,1,2.5,0.85,0.1,0.5,0,2009
735,Jordan Leggett,254.0,NYJ,23,TE,15,4,24,14,58.3,114,8.1,1,6,16.0,4.8,0.9,7.6,0,2018
736,Jordan Matthews,63.75,BUF,25,WR,56,42,382,250,66.08,2955,11.75,20,140,55.75,7.78,4.3,50.6,4,2017
737,Jordan Payton,449.0,CLE,23,WR,4,0,3,1,33.3,3,3.0,0,0,3.0,1.0,0.3,0.8,0,2016
738,Jordan Reed,57.0,WAS,26,TE,46,22,327,248,75.92,2602,10.43,20,148,33.25,7.95,5.3,55.73,5,2016
739,Jordan Shipley,190.67,2TM,27,WR,24,6,118,79,69.77,858,8.53,4,31,35.0,5.73,2.93,27.3,2,2012
740,Jordan Thomas,395.0,2TM,24,TE,27,12,32,22,52.47,226,7.27,5,13,16.67,4.07,0.57,5.17,0,2020
741,Jordan Todman,286.0,JAX,24,RB,33,3,64,40,73.8,314,5.4,2,12,18.67,3.3,1.17,6.57,0,2014
742,Jordan White,466.0,NYJ,24,WR,3,0,3,1,33.3,13,13.0,0,1,13.0,4.3,0.3,4.3,0,2012
743,Jordan Wilkins,280.0,IND,26,RB,45,4,44,35,77.57,233,6.73,0,6,17.33,5.17,0.77,5.13,2,2020
744,Jordy Nelson,102.0,GNB,26,WR,61,15,245,168,68.3,2531,14.28,21,106,63.25,9.85,2.73,40.7,6,2011
745,Joseph Addai,96.0,IND,26,RB,58,42,200,157,77.62,1231,7.95,9,63,43.5,6.17,2.67,21.05,4,2009
746,Joseph Randle,314.33,DAL,24,RB,35,8,25,22,86.67,170,7.33,0,9,17.33,6.43,0.87,6.8,3,2015
747,Josh Allen,455.0,BUF,24,QB,44,43,3,2,66.67,24,8.0,2,2,8.0,8.0,0.07,0.53,26,2020
748,Josh Boyce,264.0,NWE,22,WR,9,3,19,9,47.4,121,13.4,0,6,30.0,6.4,1.0,13.4,0,2013
749,Josh Doctson,198.33,WAS,26,WR,33,26,162,81,44.87,1100,19.8,8,57,47.0,8.07,2.03,33.3,0,2018
750,Josh Freeman,451.0,TAM,23,QB,25,24,2,0,0.0,-3,0.0,0,0,-1.5,-1.5,0.0,-0.1,19,2011
751,Josh Huff,227.0,2TM,25,WR,37,6,83,51,59.43,523,10.33,4,20,34.0,5.9,1.37,13.43,1,2016
752,Josh Jacobs,115.75,LVR,24,RB,60,59,200,160,78.65,1152,7.35,0,49,32.25,5.78,2.6,18.85,8,2022
753,Josh Johnson,459.0,TAM,25,QB,20,1,3,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,1,2011
754,Josh Malone,391.67,NYJ,24,WR,24,7,28,11,40.67,91,8.83,1,5,16.67,2.93,0.53,3.67,0,2020
755,Josh McCown,424.0,ARI,25,QB,14,13,1,1,100.0,-5,-5.0,0,0,-5.0,-5.0,0.1,-0.4,12,2004
756,Josh Morgan,137.75,SFO,26,WR,49,32,223,131,60.38,1764,14.18,9,70,51.0,8.43,2.7,36.77,2,2011
757,Josh Oliver,313.33,BAL,25,TE,35,11,46,26,55.33,230,7.63,2,11,21.67,4.3,0.73,5.77,1,2022
758,Josh Reed,120.75,BUF,25,WR,60,25,252,143,55.83,1699,11.88,6,84,34.75,6.78,2.3,27.38,2,2005
759,Josh Reynolds,169.75,LAR,25,WR,64,24,201,113,53.38,1450,12.7,9,83,33.0,6.78,1.77,22.65,2,2020
760,Josh Robinson,349.0,IND,23,RB,10,0,12,12,100.0,66,5.5,0,4,9.0,5.5,1.2,6.6,2,2015
761,Josh Scobey,306.5,ARI,25,RB,27,0,22,19,92.85,200,9.8,0,8,25.5,9.05,0.8,8.25,1,2004
762,Joshua Kelley,262.67,LAC,25,RB,37,1,54,42,79.77,287,7.07,0,14,24.67,5.57,1.07,7.4,3,2022
763,Josiah Deguara,295.0,GNB,25,TE,35,6,50,39,70.83,371,10.2,2,14,33.0,7.0,0.97,9.33,0,2022
764,Jourdan Lewis,510.0,DAL,23,DB,15,1,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2018
765,JuJu Smith-Schuster,40.75,PIT,24,WR,58,46,443,308,69.03,3726,12.57,26,175,75.25,8.65,5.15,63.12,5,2020
766,Julian Edelman,229.0,NWE,26,WR,48,13,109,69,57.12,714,10.43,4,34,34.0,5.95,1.62,16.75,6,2012
767,Julio Jones,45.0,ATL,25,WR,49,48,445,278,62.95,4330,15.6,26,193,80.0,9.78,6.05,92.72,5,2014
768,Julius Jones,182.5,DAL,26,RB,53,51,112,84,72.92,672,9.3,0,32,31.5,6.58,1.7,13.0,8,2007
769,Julius Peppers,461.0,CAR,24,LDE,16,16,2,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2004
770,Julius Thomas,195.67,DEN,26,TE,32,25,159,109,51.97,1282,9.5,24,71,38.0,5.8,2.7,31.63,1,2014
771,Junior Hemingway,238.5,KAN,26,WR,30,3,42,25,59.75,233,9.3,2,14,20.5,5.6,0.85,7.75,2,2014
772,Juron Criner,290.5,OAK,24,WR,13,0,41,19,43.0,183,10.05,1,12,18.5,4.3,2.15,22.3,1,2013
773,Justice Cunningham,422.0,2TM,22,TE,2,0,1,1,100.0,4,4.0,0,0,4.0,4.0,0.5,2.0,0,2013
774,Justice Hill,308.33,BAL,25,RB,43,0,32,25,84.43,148,5.87,0,7,12.33,4.5,0.57,3.33,2,2022
775,Justin Blackmon,93.5,JAX,23,WR,20,18,180,93,54.45,1280,13.9,6,58,74.0,7.6,5.65,78.95,1,2013
776,Justin Blalock,441.0,ATL,27,LG,16,16,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2010
777,Justin Brown,242.0,PIT,23,WR,8,1,21,12,57.1,94,7.8,0,4,18.0,4.5,1.5,11.8,1,2014
778,Justin Fargas,309.25,OAK,26,RB,52,7,43,27,56.8,170,5.8,0,6,14.25,2.92,0.5,3.05,3,2006
779,Justin Forsett,134.33,SEA,26,RB,48,7,142,97,68.07,730,7.23,1,29,28.67,4.93,2.03,15.23,4,2011
780,Justin Gage,219.5,CHI,25,WR,49,16,126,64,49.48,908,15.28,4,45,37.0,7.52,1.27,18.8,2,2006
781,Justin Green,328.67,BAL,25,FB,39,7,14,13,95.83,65,5.63,0,3,10.0,5.43,0.33,1.73,0,2007
782,Justin Griffith,163.0,ATL,26,FB,60,48,127,87,69.17,621,7.1,9,35,29.75,5.0,1.45,10.82,4,2006
783,Justin Hardy,208.5,ATL,27,WR,57,5,118,76,64.65,751,9.88,9,49,24.0,6.38,1.45,14.1,2,2018
784,Justin Harper,444.0,BAL,24,WR,2,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2009
785,Justin Herbert,418.0,LAC,24,QB,17,17,2,2,100.0,-10,-5.0,0,0,-2.0,-5.0,0.1,-0.6,8,2022
786,Justin Hunter,205.0,2TM,25,WR,48,18,163,78,49.8,1305,17.1,12,48,56.25,8.12,1.7,27.65,0,2016
787,Justin Jackson,238.75,LAC,25,RB,43,7,79,65,81.97,508,7.15,0,21,21.75,5.85,1.55,11.35,1,2021
788,Justin Jefferson,6.67,MIN,23,WR,50,48,476,324,68.23,4825,15.0,25,213,63.67,10.23,6.47,96.33,2,2022
789,Justin McCareins,157.5,NYJ,26,WR,52,28,223,125,64.78,1972,19.05,13,98,51.75,13.53,2.1,34.92,5,2004
790,Justin Peelle,263.0,SDG,26,TE,62,19,72,40,52.98,270,6.3,4,13,15.5,3.38,0.65,4.4,1,2005
791,Justin Watson,351.67,TAM,24,WR,39,4,40,23,51.53,258,9.67,2,15,19.33,5.43,0.53,6.27,0,2020
792,Juwann Winfree,403.5,GNB,26,WR,10,0,17,9,43.25,75,12.15,0,6,14.5,4.4,0.7,7.0,2,2022
793,K.J. Hill,364.0,LAC,24,CB,21,0,14,10,81.8,103,10.2,0,3,22.0,8.3,0.5,4.95,1,2021
794,K.J. Osborn,63.5,MIN,25,WR,34,18,172,110,63.85,1305,11.95,12,58,65.0,7.6,3.2,38.35,1,2022
795,KJ Hamler,272.67,DEN,23,WR,23,6,80,42,51.2,620,17.03,3,24,44.0,8.67,1.67,25.87,2,2022
796,Ka'Deem Carey,351.67,CHI,24,RB,37,1,16,13,84.9,131,9.57,1,8,15.0,7.9,0.37,3.47,1,2016
797,Kaden Smith,261.33,NYG,24,TE,33,22,66,52,86.5,413,8.6,3,21,23.0,7.57,1.63,13.67,3,2021
798,Kaelin Clay,318.0,2TM,25,WR,13,2,19,6,31.6,85,14.2,0,0,28.0,4.5,0.5,6.5,3,2017
799,Kahale Warring,408.0,HOU,23,TE,7,0,7,3,42.9,35,11.7,0,2,23.0,5.0,0.4,5.0,0,2020
800,Kaleb McGary,465.0,ATL,24,RT,16,16,1,1,100.0,-3,-3.0,0,0,-3.0,-3.0,0.1,-0.2,0,2019
801,Kalen Ballage,275.5,PIT,26,RB,52,8,79,54,61.77,293,5.1,0,11,17.75,3.33,1.18,6.4,2,2021
802,Kareem Hunt,112.5,CLE,25,RB,51,35,193,154,79.25,1422,9.7,16,69,50.0,7.62,3.17,29.35,4,2020
803,Karl Klug,430.0,TEN,26,DT,16,0,1,1,100.0,9,9.0,0,1,9.0,9.0,0.1,0.6,0,2014
804,Karlos Williams,285.0,BUF,22,RB,11,3,14,11,78.6,96,8.7,2,3,26.0,6.9,1.0,8.7,2,2015
805,Ke'Shawn Vaughn,386.67,TAM,25,RB,37,1,22,12,58.33,79,6.53,1,4,10.67,3.83,0.33,2.3,1,2022
806,Kealoha Pilares,401.0,CAR,24,WR,8,0,4,2,50.0,42,21.0,1,1,36.0,10.5,0.3,5.3,0,2012
807,Keary Colbert,161.5,CAR,25,WR,55,42,228,109,46.17,1424,12.22,7,67,41.0,5.7,1.95,25.07,3,2007
808,KeeSean Johnson,217.5,ARI,24,WR,18,5,65,36,57.6,360,10.2,1,17,38.0,6.0,2.0,20.15,1,2020
809,Keenan Allen,105.25,SDG,24,WR,38,37,322,221,73.05,2617,11.55,16,135,32.75,8.4,6.15,69.8,5,2016
810,Keenan Burton,189.5,STL,25,WR,22,7,74,38,50.2,425,11.65,1,21,27.5,5.75,1.9,20.65,0,2009
811,Keenan Howry,392.0,MIN,23,WR,19,1,7,3,66.65,18,5.25,0,1,5.5,2.75,0.2,0.95,0,2004
812,Keion Crossen,520.0,NYG,25,DB,16,0,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2021
813,Keith Heinrich,346.0,CLE,25,TE,14,3,10,9,94.45,65,4.5,2,5,9.0,4.05,0.6,4.6,0,2004
814,Keith Mumphery,264.5,HOU,24,WR,27,6,44,24,63.55,198,8.05,0,7,18.5,4.9,0.9,7.2,3,2016
815,Keith Zinger,464.0,ATL,25,TE,15,2,1,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2009
816,Keke Coutee,235.0,IND,24,WR,25,10,118,84,77.97,946,9.72,4,48,40.0,7.28,2.92,32.12,5,2021
817,Kellen Davis,288.33,CHI,26,TE,48,20,51,28,55.23,300,12.9,9,19,23.0,6.93,0.6,6.27,0,2011
818,Kellen Winslow,118.67,CLE,24,TE,34,32,279,176,58.37,2031,11.1,8,100,36.67,6.43,4.4,49.6,3,2007
819,Kelley Washington,202.75,CIN,27,WR,44,6,128,72,59.1,893,12.18,9,49,29.75,7.22,1.62,19.93,0,2006
820,Kelvin Benjamin,53.0,2TM,26,WR,46,42,341,184,55.07,2641,14.37,19,102,48.0,7.97,3.97,57.07,2,2017
821,Kelvin Harmon,152.0,WAS,23,WR,16,8,44,30,68.2,365,12.2,0,16,30.0,8.3,1.9,22.8,0,2019
822,Ken-Yon Rambo,285.0,DAL,24,WR,29,0,39,17,46.2,239,12.2,0,11,30.5,5.55,0.55,7.7,3,2002
823,Kendall Hunter,292.67,SFO,25,RB,43,1,42,27,62.17,268,8.47,0,13,21.67,5.27,0.63,6.17,2,2013
824,Kendall Newson,374.0,MIA,23,WR,6,0,6,2,33.3,55,27.5,0,2,37.0,9.2,0.3,9.2,1,2003
825,Kendall Wright,57.0,TEN,26,WR,55,37,396,251,62.6,2828,11.28,15,146,45.75,7.08,4.47,50.25,4,2015
826,Kenjon Barner,337.33,PHI,27,RB,31,0,26,16,62.4,71,4.77,0,4,10.67,2.63,0.53,2.1,2,2016
827,Kenneth Darby,253.0,STL,28,RB,41,1,61,49,77.28,356,7.25,1,16,18.25,5.67,1.43,11.18,1,2010
828,Kenneth Dixon,241.0,BAL,24,RB,18,0,48,36,79.45,213,6.95,1,11,18.5,5.65,1.75,11.0,3,2018
829,Kenny Britt,121.25,TEN,24,WR,45,27,264,146,57.23,2354,16.32,19,106,65.75,9.38,3.75,61.7,5,2012
830,Kenny Golladay,106.75,DET,27,WR,47,39,315,183,58.9,3068,16.85,21,141,59.25,9.93,3.83,64.08,2,2020
